,1,2,4,8,12,14,15,16,20,24,28,32,64
0,18.91795039176941,14.833888292312622,15.065701961517334,15.65061640739441,17.858125686645508,18.50231623649597,18.94649338722229,19.286040782928467,24.76275634765625,31.429933786392212,40.77442908287048,45.930020570755005,90.00340151786804
