,1,2,4,8,12,14,15,16,20,24,28,32,64,128
0,18.00044870376587,14.835680961608887,15.04291558265686,15.598759889602661,17.62193751335144,18.388168334960938,18.82674527168274,19.242270946502686,24.860542058944702,31.240083932876587,35.21486139297485,40.23295187950134,79.558926820755,155.37132120132446
